encoding,auroc,accuracy,task,model,dataset
WCYKMVHQFDGRLITNEASP,0.8006397649645338,0.45356282824378324,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7241998188863872,0.35083978299594726,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8066233806339212,0.4595897630546951,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7199655917265967,0.3431013861450945,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8070604193176409,0.44520013820927495,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.729922179367535,0.41012577684253754,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.804352724657974,0.47115180237643484,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7301057112202863,0.4045204036167299,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8102277703531678,0.42007048116680873,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6993720082977715,0.3242589210624107,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8040693195225608,0.4151501077929378,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7326307838097287,0.34567044422647675,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.809034679780034,0.42157591935634675,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7322494095564417,0.3488920344636212,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8040736683783829,0.4393730400400325,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7223149844542369,0.37394227724544726,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8072619531915028,0.41537616657178134,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7274006470716932,0.3700781542627662,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8104424522637347,0.41883901385692457,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7407304892491444,0.37528947501991317,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8049208051387483,0.414555846936478,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.741988715943886,0.37125794982722854,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.806381850869926,0.41890373147589727,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7357070500928633,0.362341205454413,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8065353932281596,0.40650746433624674,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7493112243555636,0.3908401949591675,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8080215176282011,0.44679958008914794,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7411025871412613,0.4448064067316033,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8057414877241593,0.43433369783934656,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7000828279082236,0.35041197188194595,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8057258501574032,0.4156369659058446,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6928035223778297,0.36826899077336034,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.80198363940555,0.3780180628257719,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7068863421970122,0.29588555818893064,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8102777131949012,0.4264099140442153,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7262248687045167,0.39499513115022306,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8101896149976039,0.4131815155473702,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7176282828454358,0.3469806280576554,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.807473622406109,0.40541959339198463,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7200640482825194,0.37282404878644365,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.804099070503416,0.38987421247588006,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7277593108184655,0.3301334560349339,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8041187150806269,0.4491558608844999,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7277580931361787,0.34887065410536044,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8030643605078103,0.45671867296932633,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7196594433494108,0.38160057747756193,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8055377181090166,0.4616878591702657,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7141744744411898,0.34173243435691536,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8043365717163015,0.3920287114380476,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7095343456351015,0.3758294477059322,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8028877092648166,0.44141656008155616,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7514723899015653,0.40532702945660015,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.805378613382264,0.44473185515451197,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6994407215454704,0.31030853094802396,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.80140445351546,0.39733732542462974,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7192080464681953,0.3598629478848682,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8088688448703223,0.44312053106990107,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7644197179775233,0.40257206054813527,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8073259387672186,0.46311189350796916,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.736446853186731,0.38301951064784956,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8055448305504797,0.3956256255647512,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.715486880798087,0.3719673389591881,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8116331402650596,0.474120500761195,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7093248859622578,0.3582420441772618,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8067043496409276,0.4279269658634018,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7378618312223894,0.36934514079986064,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8018601153043395,0.42467113685189356,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7300838780893698,0.3819117862644522,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8057909673250142,0.38696581824246856,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7491047984049128,0.3939250654618457,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.7981433242825993,0.4370182651096036,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7241056382688971,0.3475366758369798,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8076087683676985,0.4490351325285122,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7295779525791593,0.3997163800433225,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8047283250414641,0.40727880715956877,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.725612586988708,0.4063699846770038,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8033513049482395,0.3921478535478748,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7237645495233149,0.3661552909046727,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.806982875031611,0.46096781326199,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7328054961822912,0.3948605117592535,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8056436739581458,0.46532770017318575,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7251326719117157,0.37882646457904123,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8031982302533898,0.44808401196796044,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7227332862331743,0.3576152238744127,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8031927695659812,0.3796138570795083,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7682435231430412,0.4033498082691211,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8063880069215511,0.4133065306499824,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7273445636741751,0.3614155299984815,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8043479241546502,0.4161634172976399,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.697884714322033,0.3117943167579281,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8067555902000029,0.45267666685047,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7404197660614619,0.40357370317725466,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8102515157771515,0.4412214691515838,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7257700763621839,0.4025240942437439,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8047907195523759,0.4332356667156111,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7092373111697458,0.35110690143194256,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8074894075128768,0.4297599407623062,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7220725559943116,0.33047665974424734,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8008216002410835,0.38299314590613787,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7075486201534232,0.32911807365350537,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8091496716948269,0.45118833812260534,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7403207592988148,0.439546999718251,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.807058796980168,0.38990333875349104,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7225649373427383,0.34101955481671076,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8067414187630249,0.3924367392261982,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.706144417665471,0.2835344470327113,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8070425463905861,0.44238123099195426,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7333053265285837,0.36284930085740796,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8067670377302593,0.4156525175278234,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7440178599563861,0.3797597493136585,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8044628841873139,0.4519438403352538,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7198310853517917,0.35561589986259606,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8074389453497283,0.4613227480092469,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7188231313933675,0.3810084617375276,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8055752089556287,0.4412238723703849,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7254035804069016,0.40040808929965666,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.810555962837473,0.43978094221749203,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7231719054792678,0.40253806790499275,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8073950716469678,0.41357992943535493,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7431929675208045,0.41992470256271475,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8038315171359043,0.3849387338894773,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7027520824582622,0.3184761521942662,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8031795175976205,0.40207618791948585,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7232610722672919,0.30501124193696116,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8042104871453747,0.3927854587996993,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7175529706992017,0.35464132334546405,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8033166467885617,0.4448498127353536,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7338775439743055,0.38548702501202503,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8053641119497126,0.445093027920465,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7328554453122903,0.3579044698161237,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8060843586310751,0.3839442104202018,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7260864100933817,0.39292539351979117,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8037453984532711,0.431107423677211,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7165621083428968,0.3635701106781132,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8052922143208573,0.4276624526202245,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7299431534422848,0.38219792718069534,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8055518868577536,0.3940979701584494,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7192064890497871,0.3504441122029188,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8049473909456445,0.46493185074882276,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7559493349476952,0.4210397275661254,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8060372035602283,0.454874131380414,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7344940085621332,0.3684773570812604,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8038708556451081,0.400230285672072,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7364384425180979,0.39988128863725003,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8071697479429046,0.4499405244769947,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7230903095642309,0.3388634285495272,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8077804968857698,0.44539936344908326,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7414049785126668,0.3230478648481009,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8064024129131427,0.4659957227045914,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7392657710416465,0.39332901320411046,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.808542414850716,0.4580562573185446,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7144117080855779,0.3758451443569554,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8031974669590441,0.3825988551082232,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7219617727108775,0.3495784006958299,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.805539558072353,0.43664488280778,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7126298312751617,0.33838138809830026,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8025318763834657,0.4550046659932831,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7154090650140652,0.36562983704859625,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.7979778622574587,0.3906265971934685,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7284592834069838,0.3774710108596701,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.807707757182774,0.40259117079992623,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7247670283255905,0.3977846218925887,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8085331569712414,0.4708802751933628,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7091260221546138,0.3590478557883941,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.808189577881356,0.4640804548531543,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7240486752900046,0.3883711050610431,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8089842098515486,0.407223219915272,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7139283054738428,0.27787123749293535,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8049276497139302,0.3964373235069212,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7291886336020961,0.38368277648927057,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8074222193988151,0.4380743419005856,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7433274663620058,0.41905576862368593,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8075057226465819,0.40890959505757174,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7500192213664548,0.3547781982742414,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.804942984240855,0.4344836773121232,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7044716300219401,0.30271264303615697,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8060257831385071,0.4475105506408498,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7145358673455241,0.36779501349283084,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8019552407837965,0.37935724339245985,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7261076340858337,0.32129373209057954,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.7974494504288042,0.3840436128025241,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7284771281329364,0.34389421423349215,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8095387549923201,0.39952133879356666,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6968144106720425,0.35710734635248575,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8048642831150719,0.3904795662941035,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7235769667028779,0.37504772756341875,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.808386217528283,0.4112259590268611,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7079598327644856,0.3513942700146798,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8057903407055989,0.44147202629812654,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7358223247315969,0.39348880620029186,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8083234143449708,0.4718613364260298,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.716644344557857,0.35707970474309497,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.80962648749563,0.4395287191700669,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.733378712467301,0.402347419876495,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8075291799846104,0.4387477423962383,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7388248658245061,0.3171326318854583,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8081702452543551,0.4161802447226878,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7318788378147992,0.3838487586903928,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8059790513868119,0.43355132469654534,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7422211969972896,0.3859481598685296,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8048061365244928,0.4047459431077184,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7276363879631867,0.39839518321939377,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.804174530301065,0.44945146413358117,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7321136629590106,0.3738149357239602,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8094763064394591,0.4243172222134691,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7513220701886916,0.4304497020571527,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8110048145831751,0.44117017284307003,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7036070448283136,0.34913527961344126,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8059830977986577,0.4137844309657641,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7286776824021166,0.3613877820760002,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.80520737263386,0.452565565644493,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7184256977057306,0.3162648597324982,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8059941906969076,0.3991880770001387,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7351203161972558,0.3185868927483834,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8085411846212336,0.4538318663746083,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6995560208575261,0.3299312452253629,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8104145664749879,0.41907591583663395,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7221529868772706,0.3657928303677316,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8079094248929577,0.40952449508860483,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7231277215112069,0.3608586306722953,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8039928353727243,0.38463732225886127,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7454969884057409,0.3981148632781082,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8057671934673678,0.4546461983536131,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7548452163297472,0.44321191408179983,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8076690861797873,0.3964315997555836,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7126127296846899,0.3234108595378618,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8056291723925669,0.4388348102650994,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7427424443114641,0.3976290868164601,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8071285184355157,0.46079523674481715,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7358128635570605,0.3325982626792289,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8051739128208283,0.44468838004135397,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6964220453113508,0.3133978593028138,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8059571428116532,0.4079900732027405,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7346359348050481,0.3196187965122601,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8095615829442959,0.428196423193805,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7353926891741576,0.3736673467504198,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8066030086778456,0.4477407837822942,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7225082660951615,0.36537005281447693,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8077653083605478,0.4466314989181684,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7139052895003257,0.2840033476803314,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8060130763269218,0.3944930847320399,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7325265128939848,0.33456451853354696,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8091522606701911,0.4575403836847098,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7181820794486566,0.3541509833194658,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8054625748368999,0.3906189391838043,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7260967378498631,0.39277140034292646,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8077918914849741,0.46450001335570545,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.733075474840725,0.39046587174189634,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8050113918923714,0.404222519663889,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6894612968077378,0.3309111116764985,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8076196179881261,0.4552525992702541,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7522539365430343,0.4075697970593379,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8007171982470387,0.37835260469867216,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7317811297361707,0.3726325857984941,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8109173305490529,0.4021652253005058,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7382003351351278,0.3857734336087638,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8074864093133737,0.4316885012849684,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7147168361166525,0.3620475344657347,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8040506765960791,0.4689737384217956,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7202164778196798,0.31851554209287763,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.7973910528539021,0.4255911344882982,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7238150361554722,0.38669030182541064,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8052793896407474,0.4106461574899277,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7221717433448511,0.3134171136550762,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8059489882933224,0.39482173861473757,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6982325628033305,0.36789474137058986,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8089255318472004,0.43571357345184847,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6950760270035025,0.2976408774705312,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8105144268087713,0.4454892083575511,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6977309482090522,0.37193550617688764,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8078870889720946,0.4571205824836212,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7429932229043958,0.41464335440981126,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8064034438861025,0.4620659682858236,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7314494781872002,0.3557020184860186,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8075400967928218,0.4405882783267693,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6913905998028653,0.3383442241918998,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8084309597586536,0.4580730954238952,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7357752267966197,0.41158259116555246,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8059452056088527,0.427202905117588,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7501538312469045,0.4114181906262305,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8061888468818769,0.4162298048036269,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7179787929797431,0.33434030449894747,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8080260694963123,0.4616600837308802,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7264539336688295,0.3431987426729609,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8096636705985709,0.40369056644051315,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7346741364501306,0.3711220704584767,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8078557256941675,0.42192008921069374,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7347283073130864,0.42026222005232505,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8064595070623147,0.3996951831026182,multiclass,custom,tox
